"選択された条件"
"表示銘柄件数：543件"

"ティッカー","名称","連動指標","市場","ファクトシート","コメント"
"02820","Global Ｘ　チャイナバイオテック　ＥＴＦ","ソラクティブ・チャイナ・バイオテック指数NTR","香港市場","http://investments.miraeasset.com.hk/docs/ETF/2820e.pdf","ソラクティブ・チャイナ・バイオテック指数NTRのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指す。"
"02822","CSOP　FTSE中国A50 ETF","FTSE中国A50指数","香港市場","https://csop-pdf-bucket1.s3.ap-east-1.amazonaws.com/upload/pdf/e5fa0241-327d-44e9-ac3e-e2071800dbe5.pdf","FTSE中国A50指数に連動する投資成果を目指す。同指数はFTSEにより厳選された中国の大手企業50社で構成される中国株式市場の代表的な指数の一つ。"
"02823","iシェアーズ FTSE 中国A50 ETF","FTSE 中国A株50 インデックス","香港市場","https://www.blackrock.com/hk/en/literature/fact-sheet/2823-ishares-ftse-china-a50-index-etf-fund-fact-sheet-en-hk.pdf","iシェアーズ・アジア・トラストのサブファンドであり、FTSE 中国 A50 インデックスにより測定される中国市場の上場有価証券（A株）の実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目指しています。当インデックスは中国株式市場における大手企業のパフォーマンスをカバーすることを目的としており、流動性のある中国の大手企業50社で構成されています。当ETFは適格国外機関投資家（「QFII」）の関係会社が発行する中国A株アクセス商品（「CAAP」）を投資対象として保有しています。 *当ETFは香港籍のETFであり、香港の規制上、シンセティックETFであるとの表示が義務付けられています。シンセティックETFとは、対象インデックスのパフォーマンスを複製するために、金融デリバティブ商品（スワップやほかの発行体が発行したパフォーマンス連動のストラクチャー商品など）を利用したETFのことです。 "
"02826","Global Ｘ　クラウドコンピューティング　ＥＴＦ","ソラクティブ・チャイナ・クラウド・コンピューティング指数NTR","香港市場","http://investments.miraeasset.com.hk/docs/ETF/2826e.pdf","ソラクティブ・チャイナ・クラウド・コンピューティング指数NTRのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指す。"
"02827","W.I.S.E.-CSI300　チャイナ トラッカー","CSI 300 中国A株インデックス","香港市場","https://www.boci-pru.com.hk/Doc/Fund_Factsheet_E/ETF%20Factsheet.pdf","CSI 300 INDEXインデックスの運用成績に連動する。同インデックスは上海、シンセンに上場するA株、300銘柄で構成される。"
"02828","ハンセンH株指数ETF","ハンセンH株インデックス","香港市場","https://www.scbam.com/medias/fund-doc/master-fund/SCBCE_MASTER.pdf","ハンセンH株指数（※）を構成する全銘柄に投資し、同指数に連動する。（※H株とは、香港市場に上場する中国本土で登記された中国企業の株式の総称。）"
"02833","ハンセン指数ETF","ハンセン指数","香港市場","https://secure.fundsupermart.com/fsm/admin/etf/factsheet/factsheet_HKEX_2833.pdf","ハンセン指数を構成する全銘柄に投資し、同指数に連動する。"
"02836","iシェアーズ・コア S&P BSE SENSEX インディアETF","S&P BSE SENSEX インデックス","香港市場","https://www.blackrock.com/hk/en/literature/fact-sheet/2836-ishares-core-s-p-bse-sensex-india-etf-fund-fact-sheet-en-hk.pdf","iシェアーズ・アジア・トラストのサブファンドであり、S&P BSE SENSEX インデックスで測定されるインド市場の上場有価証券の実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目指しています"
"02837","グローバルＸ ハンセン・テック ETF","ハンセンテック指数","香港市場","http://investments.miraeasset.com.hk/docs/ETF/2837_KFS_Eng.pdf","ハンセン・テック・インデックスに連動した投資成果を目指します。"
"02838","ハンセン FTSEチャイナ50 ETF","FTSEチャイナ50インデックス","香港市場","https://www.hangsenginvestment.com/cms/ivp/hsvm/document/etf_ftse50_en.pdf","FTSEチャイナ50指数を構成する全銘柄に投資し、同指数に連動する。"
"02845","クローバルX 中国EV＆バッテリーETF","ソラクティブ・チャイナ・EV&バッテリー・インデックス","香港市場","https://investments.miraeasset.com.hk/docs/ETF/2845e.pdf","ソラクティブ・チャイナ・EV&バッテリー・インデックスのパフォーマンスに連動する投資成果を目指す。"
"02846","iシェアーズ・コア CSI 300 ETF","CSI 300 中国A株インデックス","香港市場","https://www.blackrock.com/hk/en/literature/fact-sheet/2846-ishares-core-csi-300-etf-fund-fact-sheet-en-hk.pdf","CSI 300 指数の実績に概ね対応する投資成果（手数料及び経費控除前）をあげることを目標としています。当ファンドがこの目標を達成できる保証はありません。対象指数は上海・深セン証券取引所に上場している300社の株式で構成される分散された指数であり、これら二つの証券取引所の時価総額合計の約70%を表しています。 *当ETFは香港籍のETFであり、香港の規制上、シンセティックETFであるとの表示が義務付けられています。シンセティックETFとは、対象インデックスのパフォーマンスを複製するために、金融デリバティブ商品（スワップやほかの発行体が発行したパフォーマンス連動のストラクチャー商品など）を利用したETFのことです。 "
"02848","エックス・トラッカーズ－MSCI韓国UCITS ETF","トラッカーズMSCI韓国トータルリターン・ネット・インデックス","香港市場","https://etf.dws.com/en-gb/AssetDownload/Index/64e8f9df-76d8-41d5-afaf-9a7078fa0aa2/Factsheet.pdf","浮動株調整後の時価総額指数であり、世界各国の投資家が投資可能な韓国株式のパフォーマンスを、正味配当を再投資したトータルリターンのベースで測定するように設計されたものです。このインデックスのスポンサーは、モルガン・スタンレー・キャピタル・インターナショナル・バーラSMインクです。当インデックスは1987年12月31日を基準日としています。"
"03007","エックス・トラッカーズ－FTSEチャイナ50UCITS ETF クラス1C投資証券","FTSE中国25","香港市場","https://etf.dws.com/en-gb/AssetDownload/Index/815d818b-a9dc-4668-a3ce-fa1a26eb5a4a/Factsheet.pdf","世界各国の投資家が投資可能な中国本土の株式パフォーマンスに追随するよう設計されたものです。当インデックスは香港証券取引所で取引されている25銘柄で構成されています。当インデックスのスポンサーは、FTSE Xinhua Index Limited (FXI)であり、これはFTSEグループと新華ファイナンスの子会社である新華ファイナンシャル・ネットワーク・リミテッドとの合弁会社です。"
"03015","エックス・トラッカーズ－ニフティ50スワップUCITS ETF クラス1C投資証券","S&P CNX ニフティ","香港市場","https://etf.dws.com/en-gb/AssetDownload/Index/cdad8641-4395-43e5-a84d-dddbfd057b7f/Factsheet.pdf","インド経済の22のセクターを反映する、大幅に分散した株式インデックスです。このインデックスは、ナショナル・ストック・エクスチェンジ・オブ・インディア・リミテッド（インド証券所）とCRISILリミテッドの合弁会社である、インディア・インデックス・サービシズ・アンド・プロダクツ・リミテッド（以下、｢IISL｣）が保有、運営するものです。IISLは、スタンダード＆プアーズと顧問およびライセンス契約を結んでいます。2008年6月30日現在において、Nifty構成全銘柄の過去6カ月間における取引金額は、NSEの上場全銘柄の取引金額の約48.15%に相当しています。ニフティ銘柄は、2008年6月30日現在における市場の時価増額の約59.32%を占めています。当インデックスは時価総額加重方式により計算されています。当インデックスの基準日は1995年11月3日であり、基準値は1,000に設定されています。"
"03020","エックス・トラッカーズ－MSCI USAスワップUCITS ETF","MSCI米国トータルリターン・ネット・インデックス","香港市場","https://etf.dws.com/en-gb/AssetDownload/Index/db091f46-2dce-426f-a205-75d3091be284/Factsheet.pdf","浮動株調整後の時価総額指数であり、米国における先進国市場株式パフォーマンスを、正味配当を再投資したトータルリターンのベースで測定するように設計されたものです。このインデックスのスポンサーは、モルガン・スタンレー・キャピタル・インターナショナル・バーラSMインクです。"
